bigram,n,total_sentiment
pretty mesmerizing,1,positive
pretty motivated,1,positive
pretty neatly,1,positive
pretty openly,1,positive
pretty optimal,1,positive
pretty painlessly,1,positive
pretty patience,1,positive
pretty patient,1,positive
pretty patriotic,1,positive
pretty pleasantly,1,positive
pretty proactive,1,positive
pretty proficient,1,positive
pretty prolific,1,positive
pretty punctual,1,positive
pretty qualified,1,positive
pretty rational,1,positive
pretty readable,1,positive
pretty recommended,1,positive
pretty refine,1,positive
pretty respectable,1,positive
pretty revolutionary,1,positive
pretty satisfactory,1,positive
pretty savvy,1,positive
pretty scenic,1,positive
pretty sleek,1,positive
pretty sophisticated,1,positive
pretty spacious,1,positive
pretty splendid,1,positive
pretty standout,1,positive
pretty striking,1,positive
pretty stylized,1,positive
pretty successfully,1,positive
pretty sufficient,1,positive
pretty superb,1,positive
pretty supportive,1,positive
pretty swank,1,positive
pretty thankful,1,positive
pretty trophy,1,positive
pretty unbeatable,1,positive
pretty unmatched,1,positive
pretty upbeat,1,positive
pretty upgradable,1,positive
pretty upgraded,1,positive
pretty usable,1,positive
pretty valuable,1,positive
pretty vibrant,1,positive
pretty victorious,1,positive
pretty warm,1,positive
pretty wealthy,1,positive
pretty whoa,1,positive
pretty wow,1,positive
priceless gem,1,positive
priceless humour,1,positive
priceless masterpiece,1,positive
priceless nice,1,positive
priceless support,1,positive
priceless treasure,1,positive
priceless trust,1,positive
pricey decent,1,positive
pricey pros,1,positive
prick beautiful,1,positive
prick eager,1,positive
pride envy,1,positive
pride joy,1,positive
pride respect,1,positive
pride super,1,positive
pride superiority,1,positive
pride wonderful,1,positive
prideful hero,1,positive
primitive thrill,1,positive
primitive victory,1,positive
principled awesomeness,1,positive
prison enhance,1,positive
prison exceeding,1,positive
prison love,1,positive
prison nice,1,positive
prison smart,1,positive
prisoner enjoyed,1,positive
prisoner heros,1,positive
prisoner master,1,positive
privileged rich,1,positive
prize award,1,positive
prize gold,1,positive
prize happy,1,positive
prize reward,1,positive
prize worth,1,positive
prize yay,1,positive
productive beneficial,1,positive
productive fast,1,positive
productive pros,1,positive
profanity positive,1,positive
profound calmness,1,positive
profound encouragement,1,positive
profound engrossing,1,positive
profound entertaining,1,positive
profound love,1,positive
profound memorable,1,positive
profound respect,1,positive
profound skill,1,positive
profoundly amazing,1,positive
profoundly helpful,1,positive
profoundly mature,1,positive
profoundly rewarding,1,positive
progress accomplishment,1,positive
progress achievements,1,positive
progress affirmative,1,positive
progress amazing,1,positive
progress awesome,1,positive
progress captivating,1,positive
progress cleared,1,positive
progress convenience,1,positive
progress easy,1,positive
progress enjoy,1,positive
progress excellent,1,positive
progress fair,1,positive
progress free,1,positive
progress fun,1,positive
progress gems,1,positive
progress gorgeous,1,positive
progress happy,1,positive
progress hilarious,1,positive
progress joy,1,positive
progress leading,1,positive
progress magic,1,positive
progress manageable,1,positive
progress nicely,1,positive
progress perfect,1,positive
progress perfectly,1,positive
progress revolutionary,1,positive
progress sensation,1,positive
progress success,1,positive
progress super,1,positive
progress superb,1,positive
progress tough,1,positive
progress trust,1,positive
progress win,1,positive
progress winning,1,positive
progress wise,1,positive
progress worth,1,positive
progressive benefit,1,positive
progressive dynamic,1,positive
progressive freedom,1,positive
progressive greatness,1,positive
progressive satisfying,1,positive
progressive wow,1,positive
prominent worth,1,positive
promise amazing,1,positive
promise decent,1,positive
promise excellent,1,positive
promise leading,1,positive
promise perfect,1,positive
promise praise,1,positive
promise promise,1,positive
promise rockstar,1,positive
promised amazement,1,positive
promised amazing,1,positive
promised award,1,positive
promised bonus,1,positive
promised dynamic,1,positive
promised easy,1,positive
promised faster,1,positive
promised freedom,1,positive
promised glory,1,positive
promised positive,1,positive
promised pretty,1,positive
promised pros,1,positive
promised reward,1,positive
promised steady,1,positive
promised top,1,positive
promised unreal,1,positive
promised victory,1,positive
promises elite,1,positive
promises exciting,1,positive
promises fans,1,positive
promises fascinating,1,positive
promises fast,1,positive
promises freedom,1,positive
promises gladly,1,positive
promises greatness,1,positive
promises intrigue,1,positive
promises intriguing,1,positive
promises promises,1,positive
promises super,1,positive
promising beautiful,1,positive
promising classic,1,positive
promising competitive,1,positive
promising elite,1,positive
promising free,1,positive
promising fresh,1,positive
promising gorgeous,1,positive
promising neat,1,positive
promising pretty,1,positive
promising significant,1,positive
promising variety,1,positive
promising vibrant,1,positive
promptly efficiently,1,positive
promptly refunded,1,positive
promptly uplifting,1,positive
propaganda master,1,positive
proper balanced,1,positive
proper charisma,1,positive
proper classic,1,positive
proper comfortable,1,positive
proper competitive,1,positive
proper creative,1,positive
proper enchanting,1,positive
proper enjoyable,1,positive
proper enjoyment,1,positive
proper enrichment,1,positive
proper fine,1,positive
proper freedom,1,positive
proper fresh,1,positive
proper golden,1,positive
proper guidance,1,positive
proper humor,1,positive
proper illuminati,1,positive
proper innovation,1,positive
proper lean,1,positive
proper loving,1,positive
proper magic,1,positive
proper modern,1,positive
proper passion,1,positive
proper proper,1,positive
proper pros,1,positive
proper recommend,1,positive
proper revive,1,positive
proper reward,1,positive
proper rich,1,positive
proper romantic,1,positive
proper satisfying,1,positive
proper sensation,1,positive
proper spiritual,1,positive
proper supporting,1,positive
proper top,1,positive
proper traction,1,positive
proper unreal,1,positive
properly achievements,1,positive
properly awesome,1,positive
properly boost,1,positive
properly brilliant,1,positive
properly charming,1,positive
properly defeat,1,positive
properly dignified,1,positive
properly encourage,1,positive
properly engaging,1,positive
properly enhances,1,positive
properly enjoying,1,positive
properly faster,1,positive
properly free,1,positive
properly friendly,1,positive
properly gaining,1,positive
properly happy,1,positive
properly heal,1,positive
properly hero,1,positive
properly honorable,1,positive
properly master,1,positive
properly pretty,1,positive
properly reward,1,positive
properly rewarding,1,positive
properly rockstar,1,positive
properly smooth,1,positive
properly stability,1,positive
properly suffice,1,positive
properly super,1,positive
properly supports,1,positive
properly unbeatable,1,positive
properly worthy,1,positive
properly wow,1,positive
pros accurately,1,positive
pros advanced,1,positive
pros astounding,1,positive
pros attractive,1,positive
pros believable,1,positive
pros beloved,1,positive
pros brilliantly,1,positive
pros calm,1,positive
pros calming,1,positive
pros capable,1,positive
pros cleverly,1,positive
pros compatible,1,positive
pros consistent,1,positive
pros crisp,1,positive
pros dawn,1,positive
pros distinctive,1,positive
pros dote,1,positive
pros elite,1,positive
pros euphoria,1,positive
pros exceed,1,positive
pros exceedingly,1,positive
pros excellant,1,positive
pros excellence,1,positive
pros exceptionally,1,positive
pros faithful,1,positive
pros faster,1,positive
pros fine,1,positive
pros flawless,1,positive
pros fluent,1,positive
pros futuristic,1,positive
pros generous,1,positive
pros genius,1,positive
pros gold,1,positive
pros grand,1,positive
pros handsome,1,positive
pros healthy,1,positive
pros heartfelt,1,positive
pros heartwarming,1,positive
pros heros,1,positive
pros hooray,1,positive
pros hot,1,positive
pros hug,1,positive
pros improving,1,positive
pros inspiring,1,positive
pros intelligent,1,positive
pros intricate,1,positive
pros inventive,1,positive
pros legendary,1,positive
pros likable,1,positive
pros loved,1,positive
pros magical,1,positive
pros masterpiece,1,positive
pros phenomenally,1,positive
pros pleasant,1,positive
pros positive,1,positive
pros powerful,1,positive
pros promises,1,positive
pros properly,1,positive
pros proven,1,positive
pros recommend,1,positive
pros refined,1,positive
pros reliable,1,positive
pros respectable,1,positive
pros revolutionary,1,positive
pros robust,1,positive
pros shiny,1,positive
pros slick,1,positive
pros smoother,1,positive
pros snappy,1,positive
pros stimulating,1,positive
pros strongest,1,positive
pros superbly,1,positive
pros support,1,positive
pros survivor,1,positive
pros tantalizing,1,positive
pros thrilling,1,positive
pros tolerable,1,positive
pros trust,1,positive
pros upgradable,1,positive
pros versatile,1,positive
pros yay,1,positive
prosper worth,1,positive
protect boost,1,positive
protect friendly,1,positive
protect super,1,positive
protection assurance,1,positive
protection compact,1,positive
protection faster,1,positive
protection leading,1,positive
protection pretty,1,positive
protective heal,1,positive
protective strong,1,positive
protesting peacefully,1,positive
proud amazing,1,positive
proud awesome,1,positive
proud champion,1,positive
proud classic,1,positive
proud glory,1,positive
proud honored,1,positive
proud noble,1,positive
proud ready,1,positive
proud recommended,1,positive
proud satisfied,1,positive
proud supporter,1,positive
proven correct,1,positive
proven decent,1,positive
proven fairly,1,positive
proven fast,1,positive
proven merit,1,positive
proven positive,1,positive
proven reliable,1,positive
proven strong,1,positive
proven successful,1,positive
proven unbeatable,1,positive
proven winner,1,positive
proven worthy,1,positive
proves decent,1,positive
proves easy,1,positive
proves efficiently,1,positive
proves fun,1,positive
proves humor,1,positive
proves popular,1,positive
proves pretty,1,positive
proves success,1,positive
proves worthwhile,1,positive
proving loyalty,1,positive
provocative hilarious,1,positive
provoke empathy,1,positive
provoke honest,1,positive
provoke thoughtful,1,positive
prowess realistic,1,positive
prowess skill,1,positive
pry victory,1,positive
punch amazing,1,positive
punch bargain,1,positive
punch beloved,1,positive
punch electrify,1,positive
punch faster,1,positive
punch humor,1,positive
punch joy,1,positive
punch loving,1,positive
punch luxurious,1,positive
punch pretty,1,positive
punch satisfy,1,positive
punch seasoned,1,positive
punish pretty,1,positive
punitive skill,1,positive
punk charm,1,positive
punk futuristic,1,positive
punk goodness,1,positive
punk magic,1,positive
punk nice,1,positive
punk top,1,positive
puppet fantastic,1,positive
puppet masters,1,positive
puppet skill,1,positive
pure accomplishment,1,positive
pure bonus,1,positive
pure charm,1,positive
pure dedicated,1,positive
pure delighted,1,positive
pure diplomatic,1,positive
pure ease,1,positive
pure elegance,1,positive
pure excellent,1,positive
pure faith,1,positive
pure finely,1,positive
pure free,1,positive
pure genuine,1,positive
pure glad,1,positive
pure glee,1,positive
pure golden,1,positive
pure heaven,1,positive
pure hero,1,positive
pure honesty,1,positive
pure humor,1,positive
pure inventive,1,positive
pure majesty,1,positive
pure marvel,1,positive
